name,token_ids,reaction_ids,product_smiles,entropy,score,warhead_product_smiles,warhead_status
BB-2072 BB-1032,"[2072, 1032]",[107],COc1c(C=O)cc(Cl)cc1C(O)c1ccc(F)cc1CCNC(=O)OC(C)(C)C,5.078719139099121,0.7691736822079893,C/C=C/C(=O)NCCc1cc(F)ccc1C(O)c1cc(Cl)cc(C=O)c1OC,warhead_installed
BB-2080 BB-1912,"[2080, 1912]",[31],CC(=O)Nc1cc2c(cc1Oc1cc(CNC(=O)OC(C)(C)C)c(Br)cc1C)C(=O)CC2,5.093694686889648,0.769127652073008,C/C=C/C(=O)NCc1cc(Oc2cc3c(cc2NC(C)=O)CCC3=O)c(C)cc1Br,warhead_installed
BB-2089 BB-0805,"[2089, 805]",[10],Cc1nn2c(c1Sc1cnccc1C(C)CNC(=O)OC(C)(C)C)CNCC2,5.0910325050354,0.7688774608147998,C/C=C/C(=O)NCC(C)c1ccncc1Sc1c(C)nn2c1CNCC2,warhead_installed
BB-2019 BB-0426,"[2019, 426]",[49],CC(=O)c1c(C)oc(NC(=O)OC(C)(C)C)c1C(=O)CC(=O)C1CC(F)(F)C1,5.252781867980957,0.7685231689274366,C/C=C/C(=O)Nc1oc(C)c(C(C)=O)c1C(=O)CC(=O)C1CC(F)(F)C1,warhead_installed
BB-2026 BB-0966,"[2026, 966]",[82],CC(C)N(Cc1nc2ccccc2c(=O)[nH]1)C1CC(C)(C)CC(NC(=O)OC(C)(C)C)=C1Br,5.263380527496338,0.7682073299727599,C/C=C/C(=O)NC1=C(Br)C(N(Cc2nc3ccccc3c(=O)[nH]2)C(C)C)CC(C)(C)C1,warhead_installed
BB-2002 BB-1012,"[2002, 1012]",[106],CCc1noc(NC(=O)OC(C)(C)C)c1C(=O)[C@H]1CC[C@@H](C#N)CC1,5.070318698883057,0.7681118433040282,C/C=C/C(=O)Nc1onc(CC)c1C(=O)[C@H]1CC[C@@H](C#N)CC1,warhead_installed
BB-2030 BB-0202,"[2030, 202]",[62],Cc1cc2n(n1)CCCN2c1cc(NC(=O)OC(C)(C)C)ccc1CS(C)(=O)=O,5.083686351776123,0.7679320116236381,C/C=C/C(=O)Nc1ccc(CS(C)(=O)=O)c(N2CCCn3nc(C)cc32)c1,warhead_installed
BB-2002 BB-1411,"[2002, 1411]",[88],CCc1noc(NC(=O)OC(C)(C)C)c1Oc1c(C(C)=O)ccc(OCOC)c1C,5.070318698883057,0.7676922569475363,C/C=C/C(=O)Nc1onc(CC)c1Oc1c(C(C)=O)ccc(OCOC)c1C,warhead_installed
BB-2043 BB-0178,"[2043, 178]",[47],CNCc1cc(-c2ccc3c(c2)C(NC(=O)OC(C)(C)C)CCC3=O)cc([N+](=O)[O-])c1,5.261335849761963,0.766728129648934,C/C=C/C(=O)NC1CCC(=O)c2ccc(-c3cc(CNC)cc([N+](=O)[O-])c3)cc21,warhead_installed
BB-2014 BB-0588,"[2014, 588]",[88],Cc1ccc(C2(Oc3nn(C)cc3CCNC(=O)OC(C)(C)C)CCNC2)cn1,5.09501838684082,0.7666355198808846,C/C=C/C(=O)NCCc1cn(C)nc1OC1(c2ccc(C)nc2)CCNC1,warhead_installed
BB-2098 BB-1466,"[2098, 1466]",[50],CC(C)(C)OC(=O)Nc1cc(C(C)(O)c2cccc(C3(O)CCC(=O)CC3)c2)ccc1Br,5.259499549865723,0.7657268100378495,C/C=C/C(=O)Nc1cc(C(C)(O)c2cccc(C3(O)CCC(=O)CC3)c2)ccc1Br,warhead_installed
BB-2002 BB-0841,"[2002, 841]",[62],CCc1noc(NC(=O)OC(C)(C)C)c1N1c2ccnn2C(C(F)(F)F)CC1c1ccc(C)s1,5.070318698883057,0.7657032558556107,C/C=C/C(=O)Nc1onc(CC)c1N1c2ccnn2C(C(F)(F)F)CC1c1ccc(C)s1,warhead_installed
BB-2028 BB-1912,"[2028, 1912]",[47],CC(=O)Nc1cc2c(cc1-c1cc(NC(=O)OC(C)(C)C)cc3cn[nH]c13)C(=O)CC2,5.085320949554443,0.7654279796953871,C/C=C/C(=O)Nc1cc(-c2cc3c(cc2NC(C)=O)CCC3=O)c2[nH]ncc2c1,warhead_installed
BB-2078 BB-1912,"[2078, 1912]",[10],COCc1ccc(NC(=O)OC(C)(C)C)cc1Sc1cc2c(cc1NC(C)=O)CCC2=O,5.0787506103515625,0.7654106476961102,C/C=C/C(=O)Nc1ccc(COC)c(Sc2cc3c(cc2NC(C)=O)CCC3=O)c1,warhead_installed
BB-2085 BB-1466,"[2085, 1466]",[88],CN1C(=O)C(NC(=O)OC(C)(C)C)c2cc(OC3(c4cccc(Cl)c4)CCC(=O)CC3)ccc21,5.087517738342285,0.7651954982119198,C/C=C/C(=O)NC1C(=O)N(C)c2ccc(OC3(c4cccc(Cl)c4)CCC(=O)CC3)cc21,warhead_installed
BB-0960 BB-1880,"[960, 1880]",[47],COc1ccc(-c2cc3c(cc2C)OC(C)CN3)cc1C(CO)NC(=O)OC(C)(C)C,5.162042617797852,0.7650705912996465,C/C=C/C(=O)NC(CO)c1cc(-c2cc3c(cc2C)OC(C)CN3)ccc1OC,warhead_installed
BB-2040 BB-0897,"[2040, 897]",[47],COc1cc(C)c(-c2cc(NC(=O)OC(C)(C)C)c(C)[nH]c2=O)cc1OC,5.089001655578613,0.7643285338941026,C/C=C/C(=O)Nc1cc(-c2cc(OC)c(OC)cc2C)c(=O)[nH]c1C,warhead_installed
BB-2058 BB-0025,"[2058, 25]",[10],COC(=O)C(Sc1ccc(NC(=O)OC(C)(C)C)c2c1CCCC2)C(C)c1ccccc1,5.083586692810059,0.7641873972327209,C/C=C/C(=O)Nc1ccc(SC(C(=O)OC)C(C)c2ccccc2)c2c1CCCC2,warhead_installed
BB-2002 BB-0721,"[2002, 721]",[96],CCc1noc(N(C(=O)OC(C)(C)C)C2(C(=O)O)CCC3CN(C(C)=O)c4cccc2c43)c1Br,5.070318698883057,0.7637961570947496,,warhead_site_consumed
BB-2002 BB-1912,"[2002, 1912]",[10],CCc1noc(NC(=O)OC(C)(C)C)c1Sc1cc2c(cc1NC(C)=O)CCC2=O,5.070318698883057,0.763527867710958,C/C=C/C(=O)Nc1onc(CC)c1Sc1cc2c(cc1NC(C)=O)CCC2=O,warhead_installed
BB-2072 BB-1912,"[2072, 1912]",[10],CC(=O)Nc1cc2c(cc1Sc1ccc(F)cc1CCNC(=O)OC(C)(C)C)C(=O)CC2,5.078719139099121,0.7634658846638794,C/C=C/C(=O)NCCc1cc(F)ccc1Sc1cc2c(cc1NC(C)=O)CCC2=O,warhead_installed
BB-2014 BB-0721,"[2014, 721]",[107],CC(=O)N1CC2CCC(O)(c3nn(C)cc3CCNC(=O)OC(C)(C)C)c3cccc1c32,5.09501838684082,0.7631944426533505,C/C=C/C(=O)NCCc1cn(C)nc1C1(O)CCC2CN(C(C)=O)c3cccc1c32,warhead_installed
BB-2078 BB-0200,"[2078, 200]",[107],COCc1ccc(NC(=O)OC(C)(C)C)cc1C(O)(CCC(=O)O)c1c[nH]c(C(=O)OC)c1,5.0787506103515625,0.7631514738102099,C/C=C/C(=O)Nc1ccc(COC)c(C(O)(CCC(=O)O)c2c[nH]c(C(=O)OC)c2)c1,warhead_installed
BB-2021 BB-0467,"[2021, 467]",[55],COC(=O)c1ccc(Cl)c2c1CCN(c1cc3c(cc1CCNC(=O)OC(C)(C)C)OCO3)C2C,5.079010009765625,0.7630329853586229,C/C=C/C(=O)NCCc1cc2c(cc1N1CCc3c(C(=O)OC)ccc(Cl)c3C1C)OCO2,warhead_installed
BB-2034 BB-0192,"[2034, 192]",[50],COC(=O)c1cc(C(C)(O)c2ccc3c(c2)C2CC(C)(O3)N(C)C(=O)N2)c(NC(=O)OC(C)(C)C)[nH]1,5.255531311035156,0.7626410045131358,C/C=C/C(=O)Nc1[nH]c(C(=O)OC)cc1C(C)(O)c1ccc2c(c1)C1CC(C)(O2)N(C)C(=O)N1,warhead_installed
BB-2038 BB-1670,"[2038, 1670]",[107],CC(C)(C)OC(=O)Nc1n[nH]c2ccc(F)c(C(C)(O)/C=C/c3ccc([N+](=O)[O-])cc3)c12,5.089232921600342,0.7625047772329192,C/C=C/C(=O)Nc1n[nH]c2ccc(F)c(C(C)(O)/C=C/c3ccc([N+](=O)[O-])cc3)c12,warhead_installed
BB-2074 BB-0501,"[2074, 501]",[39],COc1ccc2c(c1)c1c(n2C(CNC(=O)OC(C)(C)C)(C(=O)O)c2ccn(C)n2)C(=O)CCC1,5.243196964263916,0.7623902649433785,C/C=C/C(=O)NCC(C(=O)O)(c1ccn(C)n1)n1c2c(c3cc(OC)ccc31)CCCC2=O,warhead_installed
BB-2074 BB-1640,"[2074, 1640]",[82],Cn1ccc(C(CNC(=O)OC(C)(C)C)N2CCOc3c(Cl)cc(Br)cc3C2)n1,5.243196964263916,0.7619930722643389,C/C=C/C(=O)NCC(c1ccn(C)n1)N1CCOc2c(Cl)cc(Br)cc2C1,warhead_installed
BB-1968 BB-1078,"[1968, 1078]",[55],Cc1c(N(CC(F)(F)F)C2CCCOC2)ccc(O)c1NC(=O)OC(C)(C)C,5.096729278564453,0.7618937996110073,C/C=C/C(=O)Nc1c(O)ccc(N(CC(F)(F)F)C2CCCOC2)c1C,warhead_installed
BB-2038 BB-0074,"[2038, 74]",[107],COC(=O)c1cc2c([nH]1)C(O)(c1c(F)ccc3[nH]nc(NC(=O)OC(C)(C)C)c13)CCC2,5.089232921600342,0.7617796935786848,C/C=C/C(=O)Nc1n[nH]c2ccc(F)c(C3(O)CCCc4cc(C(=O)OC)[nH]c43)c12,warhead_installed
BB-2078 BB-0447,"[2078, 447]",[106],COCc1ccc(NC(=O)OC(C)(C)C)cc1C(=O)c1cnn2c1CNCC2,5.0787506103515625,0.760973603056369,C/C=C/C(=O)Nc1ccc(COC)c(C(=O)c2cnn3c2CNCC3)c1,warhead_installed
BB-2043 BB-0233,"[2043, 233]",[39],COC(=O)c1c(C)c(C(C)=O)n(C2(C(=O)O)CCC(NC(=O)OC(C)(C)C)c3cc(Br)ccc32)c1CC(=O)O,5.261335849761963,0.7607595140877287,C/C=C/C(=O)NC1CCC(C(=O)O)(n2c(CC(=O)O)c(C(=O)OC)c(C)c2C(C)=O)c2ccc(Br)cc21,warhead_installed
BB-0768 BB-0840,"[768, 840]",[61],CC(C)(C)OC(=O)NC(CC(=O)N1CCC(C(=O)O)(c2cccc(Cl)c2)CC1)c1cccc(I)c1,5.100085258483887,0.7607062211408404,C/C=C/C(=O)NC(CC(=O)N1CCC(C(=O)O)(c2cccc(Cl)c2)CC1)c1cccc(I)c1,warhead_installed
BB-2054 BB-1453,"[2054, 1453]",[96],COCCN(CCCNC(=O)OC(C)(C)C)C(C)(Cn1c(Br)nc2c1c(=O)[nH]c(=O)n2C)C(=O)O,5.165851593017578,0.7603844032708755,C/C=C/C(=O)NCCCN(CCOC)C(C)(Cn1c(Br)nc2c1c(=O)[nH]c(=O)n2C)C(=O)O,warhead_installed
BB-2056 BB-1453,"[2056, 1453]",[107],Cn1c(=O)[nH]c(=O)c2c1nc(Br)n2CC(C)(O)c1cnccc1CCNC(=O)OC(C)(C)C,5.081582069396973,0.759895333766356,C/C=C/C(=O)NCCc1ccncc1C(C)(O)Cn1c(Br)nc2c1c(=O)[nH]c(=O)n2C,warhead_installed
BB-2062 BB-0166,"[2062, 166]",[50],CC(C)(C)OC(=O)NCCCC(O)(c1ccc2c(c1)OCO2)c1ccc(CO)cc1C(F)(F)F,5.254188060760498,0.759600756954273,C/C=C/C(=O)NCCCC(O)(c1ccc2c(c1)OCO2)c1ccc(CO)cc1C(F)(F)F,warhead_installed
BB-2026 BB-1466,"[2026, 1466]",[107],CC1(C)CC(=O)C(C2(O)CCC(O)(c3cccc(Cl)c3)CC2)=C(NC(=O)OC(C)(C)C)C1,5.263380527496338,0.7594154170465583,C/C=C/C(=O)NC1=C(C2(O)CCC(O)(c3cccc(Cl)c3)CC2)C(=O)CC(C)(C)C1,warhead_installed
BB-2054 BB-1714,"[2054, 1714]",[96],COCCN(CCCNC(=O)OC(C)(C)C)C(C)(CCc1cccc(C(F)(F)F)c1)C(=O)O,5.165851593017578,0.759154734433738,C/C=C/C(=O)NCCCN(CCOC)C(C)(CCc1cccc(C(F)(F)F)c1)C(=O)O,warhead_installed
BB-2074 BB-1640,"[2074, 1640]",[50],Cn1ccc(C(O)(CNC(=O)OC(C)(C)C)c2cc(Br)cc3c2OCCNC3)n1,5.243196964263916,0.7588682715511813,C/C=C/C(=O)NCC(O)(c1ccn(C)n1)c1cc(Br)cc2c1OCCNC2,warhead_installed
BB-2014 BB-0588,"[2014, 588]",[62],Cc1ccc(C2(O)CCN(c3nn(C)cc3CCNC(=O)OC(C)(C)C)C2)cn1,5.09501838684082,0.757431016092632,C/C=C/C(=O)NCCc1cn(C)nc1N1CCC(O)(c2ccc(C)nc2)C1,warhead_installed
BB-2056 BB-0721,"[2056, 721]",[96],CC(=O)N1CC2CCC(C(=O)O)(N(CCc3ccncc3Br)C(=O)OC(C)(C)C)c3cccc1c32,5.081582069396973,0.7571073777484665,,warhead_site_consumed
BB-2002 BB-1214,"[2002, 1214]",[10],CCc1noc(NC(=O)OC(C)(C)C)c1Sc1cn(C)c2cc(F)ccc2c1=O,5.070318698883057,0.7566125811173688,C/C=C/C(=O)Nc1onc(CC)c1Sc1cn(C)c2cc(F)ccc2c1=O,warhead_installed
BB-1968 BB-0468,"[1968, 468]",[47],CC(=O)C(C#N)c1cccc(-c2ccc(O)c(NC(=O)OC(C)(C)C)c2C)c1,5.096729278564453,0.7564977362579111,C/C=C/C(=O)Nc1c(O)ccc(-c2cccc(C(C#N)C(C)=O)c2)c1C,warhead_installed
BB-2072 BB-0199,"[2072, 199]",[96],Cn1ncc2c(N3CCC(C(=O)O)(N(CCc4cc(F)ccc4Br)C(=O)OC(C)(C)C)CC3)ncnc21,5.078719139099121,0.7558939518470081,,warhead_site_consumed
BB-0730 BB-0721,"[730, 721]",[96],CC(=O)N1CC2CCC(OC(C)C(NC(=O)OC(C)(C)C)c3ccccc3F)(C(=O)O)c3cccc1c32,4.956474781036377,0.7553165494838839,C/C=C/C(=O)NC(c1ccccc1F)C(C)OC1(C(=O)O)CCC2CN(C(C)=O)c3cccc1c32,warhead_installed
BB-2044 BB-1987,"[2044, 1987]",[106],CC(C)(C)OC(=O)NC1CCc2ncc(C(=O)C3(c4cncc(Br)c4)CCC3)n2C1,5.090499877929688,0.7548767691248676,C/C=C/C(=O)NC1CCc2ncc(C(=O)C3(c4cncc(Br)c4)CCC3)n2C1,warhead_installed
BB-2072 BB-1987,"[2072, 1987]",[47],CC(C)(C)OC(=O)NCCc1cc(F)ccc1-c1cncc(C2(C#N)CCC2)c1,5.078719139099121,0.7546430555800876,C/C=C/C(=O)NCCc1cc(F)ccc1-c1cncc(C2(C#N)CCC2)c1,warhead_installed
BB-2002 BB-1201,"[2002, 1201]",[10],CCc1noc(NC(=O)OC(C)(C)C)c1Sc1c(O)cc(O)c(C=O)c1C,5.070318698883057,0.7543001168291241,C/C=C/C(=O)Nc1onc(CC)c1Sc1c(O)cc(O)c(C=O)c1C,warhead_installed
BB-0185 BB-1453,"[185, 1453]",[96],CN(C)c1nc(CCN(C(=O)OC(C)(C)C)C(C)(Cn2c(Br)nc3c2c(=O)[nH]c(=O)n3C)C(=O)O)cs1,4.219985008239746,0.754275923781017,,warhead_site_consumed
BB-1968 BB-0468,"[1968, 468]",[106],CC(=O)C(C(=O)c1ccc(O)c(NC(=O)OC(C)(C)C)c1C)c1cccc(Br)c1,5.096729278564453,0.753932582625867,C/C=C/C(=O)Nc1c(O)ccc(C(=O)C(C(C)=O)c2cccc(Br)c2)c1C,warhead_installed
BB-2056 BB-0760,"[2056, 760]",[10],CC(=O)c1ncc(C)cc1Sc1cnccc1CCNC(=O)OC(C)(C)C,5.081582069396973,0.753830411514857,C/C=C/C(=O)NCCc1ccncc1Sc1cc(C)cnc1C(C)=O,warhead_installed
BB-2044 BB-1987,"[2044, 1987]",[10],CC(C)(C)OC(=O)NC1CCc2ncc(Sc3cncc(C4(C#N)CCC4)c3)n2C1,5.090499877929688,0.753798914078227,C/C=C/C(=O)NC1CCc2ncc(Sc3cncc(C4(C#N)CCC4)c3)n2C1,warhead_installed
BB-1968 BB-0468,"[1968, 468]",[107],Cc1c(C(C)(O)C(C#N)c2cccc(Br)c2)ccc(O)c1NC(=O)OC(C)(C)C,5.096729278564453,0.7534579853277011,C/C=C/C(=O)Nc1c(O)ccc(C(C)(O)C(C#N)c2cccc(Br)c2)c1C,warhead_installed
BB-2020 BB-1002,"[2020, 1002]",[39],CN(C1CCOC(c2ccc(F)cc2)C1)C(CNC(=O)OC(C)(C)C)(C(=O)O)c1ccc(F)cc1Cl,5.262912750244141,0.7533592801610942,C/C=C/C(=O)NCC(C(=O)O)(c1ccc(F)cc1Cl)N(C)C1CCOC(c2ccc(F)cc2)C1,warhead_installed
BB-2074 BB-1640,"[2074, 1640]",[39],Cn1ccc(C(CNC(=O)OC(C)(C)C)(C(=O)O)N2CCOc3c(Cl)cc(Br)cc3C2)n1,5.243196964263916,0.7532425788767221,C/C=C/C(=O)NCC(C(=O)O)(c1ccn(C)n1)N1CCOc2c(Cl)cc(Br)cc2C1,warhead_installed
BB-2007 BB-1323,"[2007, 1323]",[39],CCS(=O)(=O)N(C1CCCNC1)C1(C(=O)O)C=C(NC(=O)OC(C)(C)C)CC(C)C1,5.255328178405762,0.7524723228110858,C/C=C/C(=O)NC1=CC(C(=O)O)(N(C2CCCNC2)S(=O)(=O)CC)CC(C)C1,warhead_installed
BB-1591 BB-1912,"[1591, 1912]",[47],CC(=O)Nc1cc2c(cc1-c1c(F)ccc(NC(=O)OC(C)(C)C)c1F)C(=O)CC2,5.086057662963867,0.7522846150034918,C/C=C/C(=O)Nc1ccc(F)c(-c2cc3c(cc2NC(C)=O)CCC3=O)c1F,warhead_installed
BB-2001 BB-1005,"[2001, 1005]",[106],CN1C(=C(C(=O)CCl)C(=O)c2cccc3c2CC(NC(=O)OC(C)(C)C)CC3)Nc2ccccc21,5.086166858673096,0.7519492196382561,C/C=C/C(=O)NC1CCc2cccc(C(=O)C(C(=O)CCl)=C3Nc4ccccc4N3C)c2C1,warhead_installed
BB-2070 BB-0721,"[2070, 721]",[96],CC(=O)N1CC2CCC(C(=O)O)(N(C(=O)OC(C)(C)C)c3ccc(C(C)(C)C)c(Cl)c3)c3cccc1c32,5.084181785583496,0.7517056066470921,,warhead_site_consumed
BB-2060 BB-1461,"[2060, 1461]",[106],CC(C)(C)OC(=O)NCC1(CC(=O)C2(C)Cc3cccc(Br)c32)CCOCC1,5.165180206298828,0.7515957548704012,C/C=C/C(=O)NCC1(CC(=O)C2(C)Cc3cccc(Br)c32)CCOCC1,warhead_installed
BB-0559 BB-0447,"[559, 447]",[106],CC(C)(C)OC(=O)Nc1cc(C(F)(F)F)ncc1C(=O)c1cnn2c1CNCC2,5.08818244934082,0.7515460133989847,C/C=C/C(=O)Nc1cc(C(F)(F)F)ncc1C(=O)c1cnn2c1CNCC2,warhead_installed
BB-2072 BB-0234,"[2072, 234]",[107],CC(C)(C)OC(=O)NCCc1cc(F)ccc1C1(O)CCC(CC(=O)O)c2ccccc21,5.078719139099121,0.7514635992909491,C/C=C/C(=O)NCCc1cc(F)ccc1C1(O)CCC(CC(=O)O)c2ccccc21,warhead_installed
BB-2058 BB-1695,"[2058, 1695]",[55],Cc1cc(Br)c2c(c1)CN(c1ccc(NC(=O)OC(C)(C)C)c3c1CCCC3)CC2,5.083586692810059,0.7514567068884311,C/C=C/C(=O)Nc1ccc(N2CCc3c(Br)cc(C)cc3C2)c2c1CCCC2,warhead_installed
BB-2072 BB-0296,"[2072, 296]",[10],CC(C)(C)OC(=O)NCCc1cc(F)ccc1Sc1nccc2c1S(=O)(=O)NCCN2,5.078719139099121,0.7513539892410098,C/C=C/C(=O)NCCc1cc(F)ccc1Sc1nccc2c1S(=O)(=O)NCCN2,warhead_installed
BB-0576 BB-1453,"[576, 1453]",[96],CN(C(=O)C(CC1CCCCC1)NC(=O)OC(C)(C)C)C(C)(Cn1c(Br)nc2c1c(=O)[nH]c(=O)n2C)C(=O)O,4.218019485473633,0.7508839919846791,C/C=C/C(=O)NC(CC1CCCCC1)C(=O)N(C)C(C)(Cn1c(Br)nc2c1c(=O)[nH]c(=O)n2C)C(=O)O,warhead_installed
BB-2002 BB-1314,"[2002, 1314]",[47],CCc1noc(NC(=O)OC(C)(C)C)c1-c1ccc(F)cc1CS,5.070318698883057,0.7508145553318569,C/C=C/C(=O)Nc1onc(CC)c1-c1ccc(F)cc1CS,warhead_installed
BB-1277 BB-1912,"[1277, 1912]",[96],CC(=O)Nc1cc2c(cc1Br)C(C(=O)O)(n1c(C)nc3c(CNC(=O)OC(C)(C)C)c(F)ccc31)CC2,4.234013557434082,0.7506566914841959,C/C=C/C(=O)NCc1c(F)ccc2c1nc(C)n2C1(C(=O)O)CCc2cc(NC(C)=O)c(Br)cc21,warhead_installed
BB-2080 BB-1969,"[2080, 1969]",[107],Cc1cc(C(C)(O)CCCN2C(=O)c3ccccc3C2=O)c(CNC(=O)OC(C)(C)C)cc1O,5.093694686889648,0.7505821880671011,C/C=C/C(=O)NCc1cc(O)c(C)cc1C(C)(O)CCCN1C(=O)c2ccccc2C1=O,warhead_installed
BB-2072 BB-1624,"[2072, 1624]",[10],COc1cccc(Sc2ccc(F)cc2CCNC(=O)OC(C)(C)C)c1C1CNCCO1,5.078719139099121,0.7492762315284184,C/C=C/C(=O)NCCc1cc(F)ccc1Sc1cccc(OC)c1C1CNCCO1,warhead_installed
BB-2001 BB-0164,"[2001, 164]",[107],CCOC(=O)C12CCCC1=CC(O)(c1cccc3c1CC(NC(=O)OC(C)(C)C)CC3)C2,5.086166858673096,0.7485052208071228,C/C=C/C(=O)NC1CCc2cccc(C3(O)C=C4CCCC4(C(=O)OCC)C3)c2C1,warhead_installed
BB-2078 BB-1862,"[2078, 1862]",[107],CCOC(=O)c1cc2c([nH]1)CCCC2(O)c1cc(NC(=O)OC(C)(C)C)ccc1COC,5.0787506103515625,0.7482034837241489,C/C=C/C(=O)Nc1ccc(COC)c(C2(O)CCCc3[nH]c(C(=O)OCC)cc32)c1,warhead_installed
BB-2067 BB-0789,"[2067, 789]",[10],Cc1cc(SCC23CC(CC(=O)N2)C3)c(C)c([N+](=O)[O-])c1NC(=O)OC(C)(C)C,5.093190670013428,0.7479785828309388,C/C=C/C(=O)Nc1c(C)cc(SCC23CC(CC(=O)N2)C3)c(C)c1[N+](=O)[O-],warhead_installed
BB-2082 BB-1466,"[2082, 1466]",[50],Cc1noc(NC(=O)OC(C)(C)C)c1C(O)c1cccc(C2(O)CCC(=O)CC2)c1,5.036779403686523,0.746764165567167,C/C=C/C(=O)Nc1onc(C)c1C(O)c1cccc(C2(O)CCC(=O)CC2)c1,warhead_installed
BB-2045 BB-1983,"[2045, 1983]",[107],Cn1c(NC(=O)OC(C)(C)C)nc2cccc(C(C)(O)c3ccc(OCC(F)(F)F)cc3)c21,5.082790374755859,0.7458593239732327,C/C=C/C(=O)Nc1nc2cccc(C(C)(O)c3ccc(OCC(F)(F)F)cc3)c2n1C,warhead_installed
BB-2028 BB-1706,"[2028, 1706]",[107],CC(C)(C)OC(=O)Nc1cc(C2(O)CC(C(=O)O)(c3cccc(Br)c3)C2)c2[nH]ncc2c1,5.085320949554443,0.745806654081558,C/C=C/C(=O)Nc1cc(C2(O)CC(C(=O)O)(c3cccc(Br)c3)C2)c2[nH]ncc2c1,warhead_installed
BB-2001 BB-1466,"[2001, 1466]",[88],CC(C)(C)OC(=O)NC1CCc2cccc(OC3(c4cccc(Cl)c4)CCC(=O)CC3)c2C1,5.086166858673096,0.7457933842969848,C/C=C/C(=O)NC1CCc2cccc(OC3(c4cccc(Cl)c4)CCC(=O)CC3)c2C1,warhead_installed
BB-2005 BB-1453,"[2005, 1453]",[10],CC(=O)Cn1c(Sc2cn(C)c(=O)c(NC(=O)OC(C)(C)C)c2C)nc2c1c(=O)[nH]c(=O)n2C,5.092567443847656,0.7457734353957038,C/C=C/C(=O)Nc1c(C)c(Sc2nc3c(c(=O)[nH]c(=O)n3C)n2CC(C)=O)cn(C)c1=O,warhead_installed
BB-2056 BB-1453,"[2056, 1453]",[96],Cn1c(=O)[nH]c(=O)c2c1nc(Br)n2CC(C)(C(=O)O)N(CCc1ccncc1Br)C(=O)OC(C)(C)C,5.081582069396973,0.7456130839383537,,warhead_site_consumed
BB-2078 BB-1453,"[2078, 1453]",[10],COCc1ccc(NC(=O)OC(C)(C)C)cc1Sc1nc2c(c(=O)[nH]c(=O)n2C)n1CC(C)=O,5.0787506103515625,0.7455883529429854,C/C=C/C(=O)Nc1ccc(COC)c(Sc2nc3c(c(=O)[nH]c(=O)n3C)n2CC(C)=O)c1,warhead_installed
BB-2020 BB-1002,"[2020, 1002]",[55],CN(c1cc(F)ccc1C(=O)CNC(=O)OC(C)(C)C)C1CCOC(c2ccc(F)cc2)C1,5.262912750244141,0.7445633323377956,C/C=C/C(=O)NCC(=O)c1ccc(F)cc1N(C)C1CCOC(c2ccc(F)cc2)C1,warhead_installed
BB-2078 BB-0199,"[2078, 199]",[96],COCc1ccc(N(C(=O)OC(C)(C)C)C2(C(=O)O)CCN(c3ncnc4c3cnn4C)CC2)cc1Cl,5.0787506103515625,0.7444821743646386,,warhead_site_consumed
BB-2078 BB-0203,"[2078, 203]",[96],COCc1ccc(N(C(=O)OC(C)(C)C)C2(C(=O)O)CC3(CCCC3NC(=O)OC(C)(C)C)C2)cc1Cl,5.0787506103515625,0.744298157472351,,warhead_site_consumed
BB-0787 BB-1803,"[787, 1803]",[62],CCc1cccc2c1CCCN2c1cccc(CNC(=O)OC(C)(C)C)c1Cl,5.089550018310547,0.7441182928627017,C/C=C/C(=O)NCc1cccc(N2CCCc3c(CC)cccc32)c1Cl,warhead_installed
BB-2098 BB-1466,"[2098, 1466]",[107],CC(=O)c1ccc(C2(O)CCC(O)(c3cccc(Cl)c3)CC2)c(NC(=O)OC(C)(C)C)c1,5.259499549865723,0.7439867382947244,C/C=C/C(=O)Nc1cc(C(C)=O)ccc1C1(O)CCC(O)(c2cccc(Cl)c2)CC1,warhead_installed
BB-2002 BB-0206,"[2002, 206]",[96],CCc1noc(N(C(=O)OC(C)(C)C)C2(C(=O)O)CCC(c3cncc(F)c3)C2)c1Br,5.070318698883057,0.7437770305727451,,warhead_site_consumed
BB-2002 BB-1466,"[2002, 1466]",[96],CCc1noc(N(C(=O)OC(C)(C)C)C2(C(=O)O)CCC(O)(c3cccc(Cl)c3)CC2)c1Br,5.070318698883057,0.7435707576377474,,warhead_site_consumed
BB-2089 BB-0233,"[2089, 233]",[107],COC(=O)c1c(CC(=O)O)[nH]c(C(C)(O)c2cnccc2C(C)CNC(=O)OC(C)(C)C)c1C,5.0910325050354,0.7434962273014252,C/C=C/C(=O)NCC(C)c1ccncc1C(C)(O)c1[nH]c(CC(=O)O)c(C(=O)OC)c1C,warhead_installed
BB-2007 BB-1323,"[2007, 1323]",[82],CCS(=O)(=O)NC1CCCN(C2C=C(NC(=O)OC(C)(C)C)CC(C)C2)C1,5.255328178405762,0.7433241106936028,C/C=C/C(=O)NC1=CC(N2CCCC(NS(=O)(=O)CC)C2)CC(C)C1,warhead_installed
BB-2072 BB-1912,"[2072, 1912]",[47],CC(=O)Nc1cc2c(cc1-c1ccc(F)cc1CCNC(=O)OC(C)(C)C)C(=O)CC2,5.078719139099121,0.7410405119748478,C/C=C/C(=O)NCCc1cc(F)ccc1-c1cc2c(cc1NC(C)=O)CCC2=O,warhead_installed
